Date,Open,High,Low,Close,Adj Close,Volume,MA,RSI,Stock RSI
2024-03-25,19.01,20.2,19.01,20.17,20.17,890900,15.2982,63.93972012917117,0.5628515071854525
2024-03-26,20.14,20.14,19.68,19.72,19.72,1749200,15.4432,54.10628019323672,0.286891980718668
2024-03-27,20.36,20.37,19.42,19.48,19.48,790600,15.587,51.55875299760193,0.21539976607670946
2024-03-28,20.17,20.36,20.0,20.13,20.13,560300,15.746400000000001,52.74853801169589,0.24878915079108777
2024-04-01,19.9,19.9,19.33,19.79,19.79,561800,15.9104,45.79207920792079,0.05356742880138144
2024-04-02,18.4,18.81,18.32,18.71,18.71,781800,16.048199999999998,41.29464285714286,0.0
2024-04-03,18.67,18.96,18.59,18.68,18.68,311500,16.1936,37.023809523809526,0.0
2024-04-04,19.1,19.67,19.07,19.45,19.45,648800,16.3602,48.621553884711766,0.3529402670487043
2024-04-05,19.0,19.45,18.98,19.12,19.12,379300,16.518,47.1445929526124,0.37601489978150004
2024-04-08,20.49,20.49,20.22,20.36,20.36,306500,16.699,57.78781038374718,0.7714396575459522
2024-04-09,20.05,20.13,19.37,19.56,19.56,591100,16.851799999999997,57.27069351230424,0.7522273455783264
2024-04-10,19.2,19.88,19.15,19.88,19.88,325500,17.004399999999997,56.7383918459796,0.7324508767778019
2024-04-11,20.08,20.1,19.73,19.99,19.99,253600,17.157,58.44748858447487,0.7959485144224602
2024-04-12,19.89,19.94,18.48,18.97,18.97,941300,17.2952,54.41020191285865,0.6459522266947105
2024-04-15,18.81,18.87,17.7,17.96,17.96,503400,17.410600000000002,36.82955899880809,0.0
2024-04-16,17.94,17.95,17.51,17.8,17.8,402500,17.523,38.148148148148145,0.060995163487548465
2024-04-17,17.7,17.86,16.92,17.3,17.3,951700,17.6286,36.96172248803826,0.006113605315737578
2024-04-18,17.7,18.21,17.6,18.01,18.01,439100,17.7444,37.41092636579573,0.026892832853572766
2024-04-19,18.36,18.46,18.04,18.26,18.26,430400,17.8592,40.81632653061225,0.18441948920249454
2024-04-22,18.75,18.97,18.65,18.87,18.87,349900,17.9784,51.01781170483461,0.6563187584547263
2024-04-23,18.78,19.05,18.75,18.87,18.87,287900,18.0862,51.213282247765015,0.665360815056669
2024-04-24,18.74,18.82,18.07,18.13,18.13,1163300,18.163800000000002,41.53846153846153,0.2178239373476155
2024-04-25,17.89,18.4,17.82,18.34,18.34,634400,18.2502,44.921875,0.3743335350003784
2024-04-26,18.07,18.38,17.93,18.07,18.07,579400,18.317999999999998,32.93591654247393,0.0
2024-04-29,17.72,17.91,17.5,17.84,17.84,235200,18.381,35.993485342019554,0.1198502700857398
2024-04-30,17.33,17.43,16.71,16.73,16.73,656000,18.4212,27.27272727272728,0.0
2024-05-01,16.31,16.82,16.04,16.13,16.13,658400,18.4486,23.989218328840977,0.0
2024-05-02,16.67,16.9,16.53,16.84,16.84,2800200,18.496199999999998,35.021097046413516,0.4052252724070355
2024-05-03,17.38,17.67,17.37,17.63,17.63,571200,18.5538,47.60522496371552,0.8674680865136577
2024-05-06,18.02,18.22,17.81,17.91,17.91,292400,18.6224,50.784593437945794,0.9842533131315039
2024-05-07,18.01,18.25,17.81,17.89,17.89,432500,18.6708,54.51761102603368,1.0
2024-05-08,17.56,17.8,17.52,17.62,17.62,285000,18.6996,46.79802955665024,0.7471343628879189
2024-05-09,17.4,17.78,17.26,17.71,17.71,473800,18.711,45.362563237774026,0.7001136653649793
2024-05-10,17.84,17.9,17.07,17.21,17.21,1271300,18.7036,35.73883161512029,0.38487493930067834
2024-05-13,17.8,18.01,17.75,17.91,17.91,361700,18.7042,42.638036809815944,0.6108680095264188
2024-05-14,17.57,17.65,17.32,17.46,17.46,126300,18.6688,44.62279293739969,0.6758814593752298
2024-05-15,18.23,18.85,18.14,18.73,18.73,975800,18.6918,52.674897119341566,0.9396393408270864
2024-05-16,18.71,18.85,18.32,18.48,18.48,364300,18.680600000000002,52.81980742778543,0.9443860797032929
2024-05-17,18.82,19.16,18.68,19.01,19.01,173400,18.6764,57.72787318361956,1.0
2024-05-20,19.02,19.89,18.94,19.88,19.88,286600,18.6808,71.48703956343792,1.0
2024-05-21,20.11,20.23,19.6,19.65,19.65,125500,18.6644,75.28735632183908,1.0
2024-05-22,19.78,20.03,19.65,19.76,19.76,133700,18.6542,72.95597484276732,0.9410501024662573
2024-05-23,19.64,19.67,18.92,19.04,19.04,196000,18.6178,61.208267090620026,0.6440046920681418
