Date,Open,High,Low,Close,Adj Close,Volume,MA,RSI,Stock RSI
2024-01-12,40.74,40.81,37.95,38.35,38.35,11359300,,,
2024-01-16,37.9,38.14,36.91,38.1,38.1,8479200,,,
2024-01-17,37.45,37.69,37.03,37.4,37.4,7913000,,,
2024-01-18,37.4,37.52,35.6,35.76,35.76,10271800,,,
2024-01-19,36.08,36.92,35.28,36.49,36.49,13809200,,,
2024-01-22,35.61,35.77,34.49,35.18,35.18,11640300,,,
2024-01-23,33.95,34.69,33.77,34.34,34.34,10426500,,,
2024-01-24,35.0,35.2,34.58,34.6,34.6,7558400,,,
2024-01-25,35.05,35.1,34.61,34.81,34.81,6420800,,,
2024-01-26,36.05,36.97,35.99,36.75,36.75,9170600,,,
2024-01-29,36.78,37.94,36.6,37.82,37.82,8468300,,,
2024-01-30,38.03,38.3,37.86,38.13,38.13,7622200,,,
2024-01-31,37.38,38.31,37.19,37.24,37.24,6036500,,,
2024-02-01,37.08,37.88,37.06,37.66,37.66,4569500,,,
2024-02-02,37.39,38.06,37.37,37.58,37.58,4965100,,46.38497652582158,
2024-02-05,37.95,37.98,37.01,37.07,37.07,3112800,,45.27956003666361,
2024-02-06,37.54,37.99,37.5,37.73,37.73,3485900,,51.5179392824287,
2024-02-07,37.77,38.76,37.55,38.66,38.66,5326400,,64.2716535433071,
2024-02-08,39.45,39.97,39.28,39.88,39.88,6192800,,65.9154929577465,
2024-02-09,41.15,42.25,40.99,41.64,41.64,9931400,,79.09909909909913,
2024-02-12,42.21,44.18,42.18,44.02,44.02,10984400,,88.29113924050635,
2024-02-13,42.94,43.37,42.34,43.29,43.29,7508000,,83.14263920671243,
2024-02-14,45.3,45.66,44.88,45.32,45.32,10127000,,85.19758874748827,
2024-02-15,45.99,46.31,45.22,45.32,45.32,8284400,,82.9869130100077,
2024-02-16,45.77,45.97,45.23,45.43,45.43,5270700,,81.62926018287614,
2024-02-20,45.81,45.86,44.43,45.52,45.52,7629400,,81.28704487722268,
2024-02-21,44.6,45.03,44.36,44.62,44.62,7084100,,81.21827411167509,
2024-02-22,44.74,45.6,44.67,45.56,45.56,5628000,,82.00972447325768,0.8539599130392431
2024-02-23,44.85,44.94,44.32,44.75,44.75,5043800,,77.42922723794946,0.7474653987690257
2024-02-26,45.0,48.15,44.98,47.72,47.72,12383100,,84.28847392144232,0.8911526512887872
2024-02-27,49.86,50.48,49.28,49.93,49.93,11636500,,85.71428571428567,0.8927182055975014
2024-02-28,52.72,56.36,51.72,52.84,52.84,27106800,,87.19832109129062,0.9511603760889922
2024-02-29,55.48,55.76,52.85,54.33,54.33,18719000,,87.37713398861868,0.915852268765157
2024-03-01,54.68,55.46,53.57,55.19,55.19,14596900,,86.76071622354851,0.8591018766679771
2024-03-04,57.34,59.58,57.3,59.27,59.27,18891300,,87.87878787878783,1.0
