Date,Open,High,Low,Close,Adj Close,Volume,MA,RSI,Stock RSI
2024-01-12,46354.79,46498.14,41903.77,42853.17,42853.17,43332698900,,,
2024-01-13,42799.45,43234.66,42464.14,42842.38,42842.38,20601860469,,,
2024-01-14,42842.26,43065.6,41724.61,41796.27,41796.27,17521429522,,,
2024-01-15,41715.07,43319.72,41705.42,42511.97,42511.97,22320220558,,,
2024-01-16,42499.34,43566.27,42086.0,43154.95,43154.95,24062872740,,,
2024-01-17,43132.1,43189.89,42189.31,42742.65,42742.65,20851232595,,,
2024-01-18,42742.31,42876.35,40631.17,41262.06,41262.06,25218357242,,,
2024-01-19,41278.46,42134.16,40297.46,41618.41,41618.41,25752407154,,,
2024-01-20,41624.59,41877.89,41446.82,41665.59,41665.59,11586690904,,,
2024-01-21,41671.49,41855.37,41497.01,41545.79,41545.79,9344043642,,,
2024-01-22,41553.65,41651.21,39450.12,39507.37,39507.37,31338708143,,,
2024-01-23,39518.71,40127.35,38521.89,39845.55,39845.55,29244553045,,,
2024-01-24,39877.59,40483.79,39508.8,40077.07,40077.07,22359526178,,,
2024-01-25,40075.55,40254.48,39545.66,39933.81,39933.81,18491782013,,,
2024-01-26,39936.82,42209.39,39825.69,41816.87,41816.87,25598119893,,44.526337806774414,
2024-01-27,41815.63,42195.63,41431.28,42120.05,42120.05,11422941934,,46.29901943203095,
2024-01-28,42126.13,42797.18,41696.91,42035.59,42035.59,16858971687,,51.36023953675011,
2024-01-29,42030.91,43305.87,41818.33,43288.25,43288.25,20668476578,,54.15837256292626,
2024-01-30,43300.23,43838.95,42711.37,42952.61,42952.61,23842814518,,48.879201471207345,
2024-01-31,42946.25,43717.41,42298.95,42582.61,42582.61,24673628793,,49.109335173580575,
2024-02-01,42569.76,43243.17,41879.19,43075.77,43075.77,21423953779,,61.34012432364161,
2024-02-02,43077.64,43422.49,42584.34,43185.86,43185.86,18603843039,,60.11178474984547,
2024-02-03,43184.96,43359.94,42890.81,42992.25,42992.25,11169245236,,58.399729518908366,
2024-02-04,42994.94,43097.64,42374.83,42583.58,42583.58,14802225490,,56.33887985575214,
2024-02-05,42577.62,43494.25,42264.82,42658.67,42658.67,18715487317,,75.3214904428709,
2024-02-06,42657.39,43344.15,42529.02,43084.67,43084.67,16798476726,,75.66493407707904,
2024-02-07,43090.02,44341.95,42775.96,44318.22,44318.22,21126587775,,78.9995938422658,
2024-02-08,44332.13,45575.84,44332.13,45301.57,45301.57,26154524080,,82.92086373293162,1.0
2024-02-09,45297.38,48152.5,45260.82,47147.2,47147.2,39316770844,,82.84208801134672,0.9978489417152875
